Player_Code,Player Name,Position,Game Played,Pass Att,Pass Comp,Pass Yard,Pass Int,Pass TD,Rush Att,Rush Yard,Rush TD,Rec,Rec Yards,Rec TD,Tackle Solo,Int Ret,Sack
77176,Chris Davis,WR,25,0,0,0,0,0,10,49,1,100,1350,9,1,0,0
1001222,Chris Davis,OL,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1031068,Chris Davis,CB,41,0,0,0,0,0,0,0,0,0,0,0,125,0,0
1049840,Chris Davis,DB,20,0,0,0,0,0,0,0,0,0,0,0,42,1,0
1059265,Chris Davis,CB,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0
69661,Chris Day,WR,6,0,0,0,0,0,0,0,0,5,28,0,1,0,0
79429,Chris DeGeare,OL,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1019154,Chris DeGeorge,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57933,Chris Denman,OL,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1044740,Chris Dever,TE,2,0,0,0,0,0,0,0,0,1,2,0,1,0,0
1060873,Chris Dever Jr.,TE,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1001957,Chris DiCesare,P,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1030199,Chris Dickerson,DB,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1006838,Chris Dieker,QB,3,94,55,489,1,2,19,-9,2,0,0,0,0,0,0
1037849,Chris DiMassa,LB,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1019859,Chris Diniz,K,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1033430,Chris Dinkins,WR,5,0,0,0,0,0,0,0,0,1,18,0,4,0,0
80562,Chris Dirksz,DL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011210,Chris Donald,LB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1038192,Chris Donald,DL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
1017832,Chris Donaldson,DL,19,0,0,0,0,0,0,0,0,0,0,0,33,0,3
85297,Chris Douglas,RB,24,0,0,0,0,0,0,0,0,0,0,0,34,3,0
1028558,Chris Douglas,TB,4,0,0,0,0,0,60,200,2,4,34,0,0,0,0
1011852,Chris Drager,TE,42,0,0,0,0,0,0,0,0,20,261,2,34,0,4.5
1043614,Chris Drew,DL,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1041894,Chris Dukes,CB,19,0,0,0,0,0,0,0,0,0,0,0,35,0,0
1040250,Chris Dunckel,DL,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1031895,Chris Dunkley,WR,11,0,0,0,0,0,5,53,1,11,180,1,1,0,0
60843,Chris Dunlap,WR,20,0,0,0,0,0,0,0,0,11,123,0,12,0,0
86643,Chris Dunn,WR,17,0,0,0,0,0,0,0,0,25,316,1,1,0,0
1001379,Chris Duvalt,DB,26,0,0,0,0,0,3,-9,0,33,517,7,4,0,0
1010056,Chris Earnhardt,DL,6,0,0,0,0,0,0,0,0,0,0,0,7,0,0
81729,Chris Easley,RB,9,0,0,0,0,0,38,231,1,2,13,0,1,0,0
1048478,Chris Edling,TE,1,0,0,0,0,0,0,0,0,1,13,0,0,0,0
1035853,Chris Edmond,S,1,0,0,0,0,0,0,0,0,0,0,0,6,0,1
1008944,Chris Edwards,LB,11,0,0,0,0,0,0,0,0,0,0,0,12,0,1
1043230,Chris Edwards,DL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86816,Chris Eidd,OL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60780,Chris Ellis,DL,38,0,0,0,0,0,0,0,0,0,0,0,58,2,19
1053927,Chris Ervin,DB,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0
1016185,Chris Eterno,LB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020882,Chris Eugene,DL,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0
81777,Chris Evans,LB,31,0,0,0,0,0,0,0,0,0,0,0,71,1,0
83743,Chris Evans,TE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1013973,Chris Evans,RB,4,0,0,0,0,0,70,213,0,8,12,0,0,0,0
1014507,Chris Everett,DE,3,0,0,0,0,0,0,0,0,3,22,0,0,0,0
1036704,Chris Ewald,K,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1047639,Chris Fairchild,DT,15,0,0,0,0,0,0,0,0,0,0,0,10,0,1.5
79299,Chris Faison,DB,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1007316,Chris Farmer,DE,1,0,0,0,0,0,0,0,0,1,9,0,0,0,0
69024,Chris Farrar,DB,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1024494,Chris Faulk,OL,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81904,Chris Felder,DB,21,0,0,0,0,0,0,0,0,0,0,0,40,2,0
1036273,Chris Fenelon,LB,2,0,0,0,0,0,0,0,0,2,38,0,0,0,0
1042108,Chris Ferguson,S,26,0,0,0,0,0,0,0,0,0,0,0,63,2,0
1025485,Chris Fields,WR,20,0,0,0,0,0,2,2,0,31,384,7,1,0,0
1013138,Chris Findley,LB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1003510,Chris Fisher,C,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1042746,Chris Fletcher,DB,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
58781,Chris Flores,OL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1029168,Chris Flowers,WR,6,0,0,0,0,0,0,0,0,6,57,1,0,0,0
75647,Chris Forbes,RB,8,0,0,0,0,0,47,140,3,13,70,0,2,0,0
1008527,Chris Forcier,QB,6,11,3,22,1,1,14,33,0,0,0,0,1,0,0
1029711,Chris Forcier,QB,4,32,19,275,2,2,20,51,0,0,0,0,0,0,0
1011564,Chris Ford,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1029243,Chris Ford,LB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66349,Chris Foster,WR,8,0,0,0,0,0,0,0,0,20,195,0,0,0,0
1000389,Chris Fox,DB,22,0,0,0,0,0,0,0,0,0,0,0,24,1,0
40431,Chris Francies,WR,10,0,0,0,0,0,2,1,0,44,774,5,2,0,0
1008235,Chris Francis,LB,41,0,0,0,0,0,0,0,0,0,0,0,91,2,1.5
1005927,Chris Franklin,QB,3,54,35,292,4,0,9,-5,0,0,0,0,0,0,0
1007490,Chris Franklin,CB,6,0,0,0,0,0,0,0,0,0,0,0,7,0,0
57671,Chris Freeman,DB,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1036071,Chris Frierson,DB,5,0,0,0,0,0,0,0,0,0,0,0,8,1,0
1026768,Chris Friesen,OL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50201,Chris Frome,DL,18,0,0,0,0,0,0,0,0,0,0,0,13,0,1.5
1014512,Chris Fuchs,P,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1033998,Chris Gaertner,S,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1010987,Chris Galippo,LB,44,0,0,0,0,0,0,0,0,0,0,0,87,6,4
1038827,Chris Gallon,WR,19,0,0,0,0,0,0,0,0,78,952,8,1,0,0
1007703,Chris Gammon,DE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1036025,Chris Ganious,RB,4,0,0,0,0,0,61,218,2,5,80,1,0,0,0
1039547,Chris Gant,WR,23,0,0,0,0,0,5,14,1,81,1205,12,1,0,0
1002822,Chris Garrett,WR,49,0,0,0,0,0,300,1346,7,61,491,2,3,0,0
1013057,Chris Garrett,DB,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1021906,Chris Garrison,OL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68986,Chris Geisz,WR,1,0,0,0,0,0,0,0,0,1,27,0,0,0,0
78825,Chris Gilbert,WR,14,0,0,0,0,0,6,3,0,10,69,0,3,0,0
1016752,Chris Gilbert,WR,22,0,0,0,0,0,1,-1,0,39,558,3,9,0,0
75717,Chris Gilliland,WR,1,0,0,0,0,0,0,0,0,3,16,0,0,0,0
1015984,Chris Gipson,LB,12,0,0,0,0,0,0,0,0,0,0,0,25,0,3
1009761,Chris Givens,WR,43,0,0,0,0,0,5,-18,0,157,2121,15,3,0,0
1019246,Chris Givens,WR,35,2,0,0,0,0,45,238,2,163,2473,21,3,0,0
1012030,Chris Glenn,K,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1025878,Chris Gordert,LB,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1016749,Chris Gordon,WR,4,0,0,0,0,0,0,0,0,6,44,0,0,0,0
83950,Chris Gorham,DL,19,0,0,0,0,0,2,14,0,8,123,0,27,2,0
1044053,Chris Gough,PK,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83951,Chris Gould,K,37,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1040865,Chris Gradone,P,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1015457,Chris Gragg,WR,25,0,0,0,0,0,0,0,0,72,1003,7,2,0,0
61728,Chris Green,DB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1045563,Chris Grett,QB,1,2,2,41,0,0,5,48,1,0,0,0,0,0,0
62722,Chris Grevious,DB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000345,Chris Griesenbeck,OL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57306,Chris Grimes,DB,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1048792,Chris Grisbhy,OL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82503,Chris Gronkowski,RB,10,0,0,0,0,0,2,1,0,12,218,3,0,0,0
1000606,Chris Guarnero,OL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1041751,Chris Hackett,S,24,0,0,0,0,0,0,0,0,0,0,0,91,5,2
1009249,Chris Hagerup,P,35,0,0,0,0,0,3,12,0,0,0,0,2,0,0
1003302,Chris Hail,WR,16,0,0,0,0,0,0,0,0,3,16,0,20,0,0
1000766,Chris Hairston,OT,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1039260,Chris Hairston,RB,8,0,0,0,0,0,49,186,3,6,60,0,0,0,0
79688,Chris Hale,DB,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1048114,Chris Hale,DE,5,0,0,0,0,0,0,0,0,0,0,0,8,0,0
61077,Chris Hall,P,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72529,Chris Hall,DB,22,0,0,0,0,0,0,0,0,0,0,0,26,0,2
80311,Chris Hall,LB,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0
83441,Chris Hall,OL,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1028141,Chris Hall,DB,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0
1057899,Chris Hall,FB,6,0,0,0,0,0,2,6,0,4,31,0,0,0,0
71503,Chris Hampton,DB,32,0,0,0,0,0,0,0,0,0,0,0,78,3,2
1005355,Chris Hanly,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51967,Chris Hannon,WR,10,0,0,0,0,0,0,0,0,24,268,3,0,0,0
1017928,Chris Harper,QB,46,9,4,40,2,1,43,182,2,131,1851,14,3,0,0
1030661,Chris Harper,DE,4,0,0,0,0,0,0,0,0,0,0,0,8,0,1
1046681,Chris Harper,WR,22,2,1,-1,0,0,6,26,1,110,1384,7,3,0,0
1022009,Chris Harr,OL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64306,Chris Harrell,S,12,0,0,0,0,0,0,0,0,0,0,0,50,1,0
59829,Chris Harrington,DL,36,0,0,0,0,0,0,0,0,0,0,0,67,0,13.5
45382,Chris Harris,DL,17,0,0,0,0,0,0,0,0,0,0,0,16,1,1.5
80313,Chris Harris,DL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1009409,Chris Harris,WR,48,0,0,0,0,0,0,0,0,0,0,0,197,3,3
1019068,Chris Harris,WR,30,0,0,0,0,0,0,0,0,0,0,0,27,0,0
1053411,Chris Harris,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000742,Chris Harrison,DL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1036401,Chris Hart,QB,1,35,16,165,3,2,16,123,0,0,0,0,0,0,0
1036939,Chris Hartman,OL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84496,Chris Hawkins,DB,11,0,0,0,0,0,0,0,0,0,0,0,16,0,0
1001727,Chris Hawkins,DB,34,0,0,0,0,0,0,0,0,0,0,0,61,5,0
1033158,Chris Hawthorne,PK,25,0,0,0,0,0,0,0,0,0,0,0,2,0,0
69624,Chris Hayes,DL,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1026885,Chris Hazley,PK,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64386,Chris Hemphill,DB,7,0,0,0,0,0,0,0,0,0,0,0,20,1,0
49249,Chris Henry,WR,2,0,0,0,0,0,1,1,0,7,39,0,1,0,0
58392,Chris Henry,RB,19,0,0,0,0,0,199,700,7,23,194,1,1,0,0
1002524,Chris Hernandez,WR,32,0,0,0,0,0,0,45,1,84,873,0,12,0,0
57640,Chris Hetland,K,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62275,Chris Hicks,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1025901,Chris Hill,CB,21,0,0,0,0,0,0,0,0,0,0,0,17,0,1
1049391,Chris Hill,LB,15,0,0,0,0,0,0,0,0,0,0,0,29,0,2
1011855,Chris Hinkebein,PK,38,0,0,0,0,0,0,0,0,0,0,0,4,0,0
85357,Chris Hobbs,DB,21,0,0,0,0,0,0,0,0,0,0,0,2,0,0
49315,Chris Holden,DL,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0
83188,Chris Hollermeier,DB,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1027749,Chris Holmes,DT,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1020408,Chris Holmesly,DB,4,0,0,0,0,0,0,0,0,0,0,0,18,1,0
1039239,Chris Hoover,LB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73946,Chris Hopkins,OL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75243,Chris Hopkins,TE,32,0,0,0,0,0,0,0,0,112,1167,13,0,0,0
62146,Chris Horn,DL,29,0,0,0,0,0,0,0,0,0,0,0,34,1,5.5
56160,Chris Horton,OL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57588,Chris Horton,DB,30,0,0,0,0,0,0,0,0,0,0,0,145,3,3
72815,Chris Houston,DB,24,0,0,0,0,0,0,0,0,0,0,0,63,3,0
1029213,Chris Houston,DB,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1022946,Chris Hubbard,OL,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75571,Chris Huckins,DB,18,0,0,0,0,0,0,0,0,0,0,0,20,0,0
59115,Chris Hudler,DL,25,0,0,0,0,0,0,0,0,0,0,0,39,1,5
82549,Chris Huffman,DB,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1007441,Chris Huffman,OG,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1032823,Chris Hughes,LB,17,0,0,0,0,0,0,0,0,0,0,0,18,0,0
1046301,Chris Humes,DB,20,0,0,0,0,0,0,0,0,0,0,0,41,0,1
1042007,Chris Hummingbird,LB,12,0,0,0,0,0,0,0,0,0,0,0,14,0,3
1039896,Chris Humphrey,WR,28,0,0,0,0,0,1,2,0,77,932,3,12,0,0
1023144,Chris Humphries,DE,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0
79850,Chris Hurd,QB,1,17,9,82,0,0,2,14,0,0,0,0,0,0,0
1041631,Chris Hutton,DB,9,0,0,0,0,0,0,0,0,0,0,0,15,2,0
1009808,Chris Ivory,LS,4,0,0,0,0,0,1,-21,0,0,0,0,1,0,0
1027963,Chris Ivy,DE,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1011986,Chris Izbicki,TE,7,0,0,0,0,0,0,0,0,5,23,2,2,0,0
62609,Chris Jackson,K,26,1,1,12,0,0,4,35,0,0,0,0,2,0,0
79601,Chris Jackson,WR,1,0,0,0,0,0,0,0,0,3,71,0,0,0,0
1015236,Chris Jackson,WR,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1023825,Chris Jackson,FB,4,0,0,0,0,0,3,13,0,0,0,0,1,0,0
1023965,Chris Jackson,RB,4,0,0,0,0,0,1,12,0,2,42,0,1,0,0
1010716,Chris Jacobson,OL,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85471,Chris Jacquemain,QB,26,718,411,4691,25,35,113,18,1,0,0,0,6,1,0
61341,Chris James,K,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72764,Chris James,RB,9,0,0,0,0,0,41,241,1,2,18,0,0,0,0
1001400,Chris James,WR,12,0,0,0,0,0,1,14,0,12,165,1,0,0,0
1004220,Chris James,FB,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1014847,Chris James,DB,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1053761,Chris James,LB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83715,Chris Jamison,OL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1018055,Chris Jammer,DB,42,0,0,0,0,0,1,4,0,1,8,0,104,2,1
1032528,Chris Jasperse,OL,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1013456,Chris Jeannot,WR,2,0,0,0,0,0,0,0,0,13,113,0,1,0,0
79532,Chris Jefferson,WR,1,0,0,0,0,0,0,0,0,1,-2,0,0,0,0
1000155,Chris Jennings,RB,23,0,0,0,0,0,158,607,4,34,267,1,0,0,0
1028309,Chris Jepsen,DL,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0
78905,Chris Johansen,P,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63437,Chris Johnson,WR,27,0,0,0,0,0,8,77,3,77,974,10,2,0,0
76544,Chris Johnson,RB,36,0,0,0,0,0,490,2421,27,93,1060,8,1,0,0
79401,Chris Johnson,LB,20,0,0,0,0,0,0,0,0,0,0,0,13,0,0
1002946,Chris Johnson,WR,17,0,0,0,0,0,5,17,0,17,222,0,2,0,0
1007751,Chris Johnson,WR,1,0,0,0,0,0,0,0,0,2,20,1,0,0,0
1012103,Chris Johnson,WR,18,0,0,0,0,0,12,77,0,24,246,1,2,0,0
1021463,Chris Johnson,LB,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1022435,Chris Johnson,DE,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1030501,Chris Johnson,DB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1039445,Chris Johnson,LB,17,0,0,0,0,0,5,35,0,0,0,0,8,0,0
1042147,Chris Johnson,OLB,13,0,0,0,0,0,0,0,0,0,0,0,51,3,0
56252,Chris Jones,QB,1,12,5,96,2,1,4,14,0,0,0,0,0,0,0
1010777,Chris Jones,DB,44,0,0,0,0,0,0,0,0,0,0,0,123,1,1.5
1017396,Chris Jones,DB,16,0,0,0,0,0,0,0,0,0,0,0,37,0,0
1023321,Chris Jones,DT,49,0,0,0,0,0,0,0,0,0,0,0,72,0,28
1034269,Chris Jones,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1051653,Chris Jones,DL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1052123,Chris Jones,DL,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1056218,Chris Jones,DL,13,0,0,0,0,0,0,0,0,0,0,0,17,0,3
1060610,Chris Jones,S,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0
83821,Chris Joppru,TE,5,0,0,0,0,0,0,0,0,6,59,1,0,0,0
57086,Chris Jordan,WR,12,0,0,0,0,0,0,0,0,22,251,4,1,0,0
1015243,Chris Jordan,LB,20,0,0,0,0,0,0,0,0,0,0,0,18,1,1
1045762,Chris Jordan,0,8,0,0,0,0,0,0,0,0,9,77,0,1,0,0
70356,Chris Joseph,OL,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72064,Chris Joseph,QB,7,36,17,177,3,0,6,-13,0,0,0,0,0,0,0
1034507,Chris Judge,LB,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1042755,Chris Judge,LB,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0
78434,Chris Jurek,OL,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
70577,Chris Kawulok,TE,8,0,0,0,0,0,0,0,0,5,43,0,0,0,0
85664,Chris Keagle,P,48,0,0,0,0,0,2,6,0,0,0,0,2,0,0
1041312,Chris Kearney,WR,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1015091,Chris Kelly,K,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1051057,Chris Kelly,LB,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0
85472,Chris Kemme,OL,17,0,0,0,0,0,0,0,0,0,0,0,4,0,0
64563,Chris Kindred,P,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1005734,Chris Koepplin,K,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1005172,Chris Krack,OL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81408,Chris Kuehl,LB,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
83777,Chris Kuhar-Pitters,DL,11,0,0,0,0,0,0,0,0,0,0,0,18,0,2.5
51369,Chris Kupec,TE,1,0,0,0,0,0,0,0,0,2,36,0,0,0,0
1019767,Chris Kuzdale,DB,6,0,0,0,0,0,0,0,0,0,0,0,22,1,0
1009822,Chris L. Rucker,DB,42,0,0,0,0,0,0,0,0,0,0,0,122,6,2
1003518,Chris Lanaux,DE,24,0,0,0,0,0,0,0,0,0,0,0,25,0,5
1038648,Chris Landrum,LB,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1025971,Chris Lane,DB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68832,Chris Larkins,DL,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
78367,Chris Lauzze,OL,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1038127,Chris Lawrence,DL,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1061544,Chris Leachman,QB,1,3,0,0,0,0,1,2,0,0,0,0,0,0,0
57616,Chris Leak,QB,26,739,467,5581,19,43,182,111,9,0,0,0,1,0,0
1037832,Chris Lebel,WR,1,0,0,0,0,0,0,0,0,1,10,0,0,0,0
1006726,Chris Legette,QB,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0
48905,Chris Legree,QB,1,4,1,2,0,0,6,17,0,0,0,0,0,0,0
1015761,Chris Lewis,DE,23,0,0,0,0,0,0,0,0,0,0,0,25,1,2
1022005,Chris Lewis-Harris,DB,4,0,0,0,0,0,0,0,0,0,0,0,9,1,0
1036941,Chris Litteral,TE,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1015764,Chris Little,S,5,0,0,0,0,0,0,0,0,0,0,0,6,0,1
81770,Chris Littleton,LB,9,0,0,0,0,0,0,0,0,0,0,0,26,0,0.5
75819,Chris Long,DL,37,0,0,0,0,0,0,0,0,0,0,0,90,1,20
1023693,Chris Lopes,CB,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1052899,Chris Lorden,LB,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1030034,Chris Loveless,DE,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1001775,Chris Lowery,LB,21,0,0,0,0,0,0,0,0,0,0,0,27,0,0.5
83725,Chris Lucas,WR,3,0,0,0,0,0,0,0,0,1,15,0,1,0,0
1013940,Chris Lucas,WR,3,0,0,0,0,0,0,0,0,9,94,0,0,0,0
73704,Chris Luck,DL,2,0,0,0,0,0,0,0,0,2,27,0,0,0,0
1036017,Chris Lundy,DB,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0
69325,Chris MacDonald,P,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1007026,Chris MacDonald,P,2,1,0,0,0,0,1,4,0,0,0,0,0,0,0
1051355,Chris Maikranz,DS,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
60081,Chris Malleo,RB,19,0,0,0,0,0,0,0,0,0,0,0,17,0,0
46256,Chris Manderino,RB,10,0,0,0,0,0,17,68,2,13,188,2,1,0,0
83374,Chris Manfredini,K,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63287,Chris Mangiero,OL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050203,Chris Mangus,TB,10,0,0,0,0,0,26,141,1,9,72,0,0,0,0
1005397,Chris Manno,WR,1,0,0,0,0,0,0,0,0,4,24,0,0,0,0
86895,Chris Maragos,WR,36,1,0,0,0,0,4,9,1,25,222,0,67,5,1
85362,Chris Marinelli,OL,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74385,Chris Mark,TE,18,0,0,0,0,0,0,0,0,21,272,5,1,0,0
70362,Chris Markey,RB,37,0,0,0,0,0,513,2383,8,60,540,2,2,0,0
52074,Chris Marrow,WR,17,0,0,0,0,0,0,0,0,53,421,3,0,0,0
1019749,Chris Marshall,OL,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
86171,Chris Martin,DB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1015859,Chris Martin,DT,8,0,0,0,0,0,0,0,1,1,5,1,0,0,0
1011818,Chris Marve,LB,49,0,0,0,0,0,0,0,0,0,0,0,210,1,9
1030256,Chris Massey,RB,1,0,0,0,0,0,13,39,0,2,17,0,0,0,0
1011058,Chris Masson,QB,34,746,421,4757,20,24,132,236,8,0,0,0,0,0,0
1024444,Chris Matthews,WR,25,0,0,0,0,0,0,0,0,93,1279,12,2,0,0
80298,Chris Mattocks,DB,36,0,0,0,0,0,0,0,0,0,0,0,73,0,1
1016904,Chris Maxwell,WR,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1025466,Chris Maxwell,DB,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
78542,Chris May,DB,38,0,0,0,0,0,0,0,0,0,0,0,114,8,1
1045166,Chris May,OL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1044040,Chris Mayes,DL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1055295,Chris Mayes,NG,9,0,0,0,0,0,0,0,0,0,0,0,14,0,1
1037260,Chris Mayo,DB,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1023185,Chris McAllister,LB,46,0,0,0,0,0,0,0,0,0,0,0,78,1,14.5
1038941,Chris McCain,LB,23,0,0,0,0,0,0,0,0,0,0,0,52,0,6
1017116,Chris McClover,WR,19,0,0,0,0,0,0,0,0,49,655,5,0,0,0
82670,Chris McCoy,DL,37,0,0,0,0,0,0,0,0,0,0,0,77,0,11
1017064,Chris McDonald,OL,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
46063,Chris McDuffie,RB,1,0,0,0,0,0,8,25,0,0,0,0,0,0,0
62640,Chris McDuffie,OL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51315,Chris McFoy,WR,18,0,0,0,0,0,2,7,0,34,354,2,1,0,0
1000102,Chris McGaha,WR,46,0,0,0,0,0,3,1,0,169,2259,9,3,0,0
40583,Chris McGee,OL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50461,Chris McKillop,DL,30,0,0,0,0,0,0,0,0,0,0,0,64,0,10
82633,Chris McLaurin,LB,7,0,0,0,0,0,0,0,0,1,11,0,2,0,0
