Pos,Unnamed: 0,Year,Player,Height,Wt,40YD,Vertical,BenchReps,Broad Jump,3Cone,Shuttle,Drafted,Round,Pick,Age,Team,All Pro,Pro Bowl,AV,Games,Pass Completions,Pass Attempts,Pass Yards,Pass TDs,Interceptions,Rush Attempts,Rush Yards,Rush TDs,Receptions,Receiving Yards,Receiving TDs,Tackles,Picks,Sacks
RB,531,2005,Ronnie Brown,73.0,233,4.43,34.0,18.0,117.0,7.1,4.08,Miami Dolphins ,1.0,2,23.0,MIA,0,1,41.0,132.0,4.0,12.0,63.0,2.0,0.0,1281.0,5391.0,38.0,246.0,1966.0,2.0,13.0,0.0,0
RB,539,2005,Cedric Benson,70.0,222,4.62,0.0,0.0,0.0,0.0,0.0,Chicago Bears ,1.0,4,22.0,CHI,0,0,34.0,96.0,0.0,0.0,0.0,0.0,0.0,1600.0,6017.0,32.0,120.0,833.0,1.0,6.0,0.0,0
RB,542,2005,Marion Barber,71.0,221,4.49,40.0,20.0,127.0,0.0,0.0,Dallas Cowboys ,4.0,109,22.0,DAL,0,1,40.0,99.0,0.0,1.0,0.0,0.0,0.0,1156.0,4780.0,53.0,179.0,1330.0,6.0,15.0,0.0,0
RB,545,2005,J.J. Arrington,69.0,214,4.4,35.0,18.0,121.0,6.81,4.1,Arizona Cardinals ,2.0,44,22.0,ARI,0,0,11.0,58.0,0.0,1.0,0.0,0.0,0.0,183.0,654.0,3.0,91.0,693.0,2.0,6.0,0.0,0
RB,552,2006,DeAngelo Williams,69.0,214,4.45,35.5,25.0,121.0,0.0,0.0,Carolina Panthers ,1.0,27,23.0,CAR,0,1,59.0,140.0,0.0,0.0,0.0,0.0,0.0,1707.0,8029.0,60.0,233.0,2079.0,8.0,8.0,0.0,0
RB,554,2006,LenDale White,73.0,238,4.49,0.0,0.0,0.0,0.0,0.0,Tennessee Titans ,2.0,45,21.0,TEN,0,0,14.0,58.0,0.0,0.0,0.0,0.0,0.0,628.0,2349.0,24.0,42.0,204.0,0.0,5.0,0.0,0
RB,560,2006,Leon Washington,68.0,201,4.42,32.5,17.0,105.0,6.94,4.37,New York Jets ,4.0,117,24.0,NYJ,1,2,30.0,126.0,1.0,1.0,36.0,0.0,0.0,487.0,2271.0,16.0,168.0,1286.0,4.0,13.0,0.0,0
RB,581,2006,Cedric Humes,73.0,227,4.62,30.5,18.0,106.0,7.07,4.22,Pittsburgh Steelers ,7.0,240,0.0,PIT,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
RB,589,2006,Jerious Norwood,73.0,210,4.4,36.5,15.0,122.0,6.81,4.25,Atlanta Falcons ,3.0,79,23.0,ATL,0,0,20.0,66.0,0.0,2.0,0.0,0.0,1.0,399.0,2056.0,7.0,96.0,912.0,3.0,9.0,0.0,0
RB,598,2006,Laurence Maroney,73.0,217,4.48,0.0,0.0,0.0,0.0,0.0,New England Patriots ,1.0,21,21.0,NWE,0,0,26.0,49.0,0.0,0.0,0.0,0.0,0.0,618.0,2504.0,21.0,44.0,459.0,1.0,2.0,0.0,0
RB,600,2006,Wali Lundy,71.0,214,4.48,35.0,18.0,111.0,6.99,4.36,Houston Texans ,6.0,170,23.0,HOU,0,0,5.0,14.0,0.0,0.0,0.0,0.0,0.0,124.0,476.0,4.0,33.0,204.0,0.0,1.0,0.0,0
RB,605,2006,David Kirtman,71.0,233,4.76,29.5,0.0,106.0,7.18,4.31,Seattle Seahawks ,5.0,163,23.0,SEA,0,0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
RB,617,2006,Jerome Harrison,69.0,201,4.47,34.5,19.0,124.0,6.77,4.07,Cleveland Browns ,5.0,145,23.0,CLE,0,0,13.0,63.0,0.0,0.0,0.0,0.0,0.0,356.0,1681.0,7.0,70.0,490.0,3.0,9.0,0.0,0
RB,623,2006,Quinton Ganther,69.0,218,4.5,35.0,29.0,119.0,7.19,0.0,Tennessee Titans ,7.0,246,22.0,TEN,0,0,3.0,36.0,0.0,0.0,0.0,0.0,0.0,80.0,280.0,3.0,17.0,151.0,0.0,6.0,0.0,0
RB,627,2006,Maurice Jones-Drew,67.0,207,4.39,36.0,18.0,116.0,7.08,4.38,Jacksonville Jaguars ,2.0,60,21.0,JAX,1,3,72.0,126.0,1.0,2.0,8.0,1.0,1.0,1847.0,8167.0,68.0,346.0,2944.0,11.0,18.0,0.0,0
RB,629,2006,P.J. Daniels,70.0,214,4.64,33.0,21.0,116.0,7.13,4.4,Baltimore Ravens ,4.0,132,23.0,BAL,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
RB,639,2006,Brian Calhoun,69.0,201,4.57,31.5,18.0,124.0,7.05,4.2,Detroit Lions ,3.0,74,22.0,DET,0,0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,14.0,54.0,0.0,7.0,55.0,0.0,2.0,0.0,0
RB,643,2006,Reggie Bush,71.0,201,4.37,0.0,0.0,0.0,0.0,0.0,New Orleans Saints ,1.0,2,21.0,NOR,0,0,60.0,129.0,0.0,1.0,0.0,0.0,1.0,1283.0,5491.0,36.0,477.0,3598.0,18.0,10.0,0.0,0
RB,649,2006,Joseph Addai,71.0,214,4.4,38.5,18.0,125.0,7.09,4.47,Indianapolis Colts ,1.0,30,23.0,IND,0,1,50.0,78.0,1.0,1.0,22.0,1.0,0.0,1095.0,4453.0,39.0,191.0,1448.0,9.0,5.0,0.0,0
RB,651,2007,DeShawn Wynn,70.0,232,4.47,31.5,0.0,115.0,0.0,0.0,Green Bay Packers ,7.0,228,23.0,GNB,0,0,3.0,23.0,0.0,0.0,0.0,0.0,0.0,64.0,332.0,5.0,14.0,122.0,0.0,2.0,0.0,0
RB,653,2007,Dwayne Wright,71.0,228,4.66,34.0,14.0,115.0,7.23,4.43,Buffalo Bills ,4.0,111,24.0,BUF,0,0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,29.0,94.0,0.0,3.0,17.0,0.0,3.0,0.0,0
RB,654,2007,Garrett Wolfe,67.0,186,4.39,35.5,22.0,116.0,6.69,4.08,Chicago Bears ,3.0,93,23.0,CHI,0,0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,72.0,282.0,1.0,11.0,129.0,0.0,39.0,0.0,0
RB,668,2007,Jason Snelling,71.0,230,4.79,30.0,0.0,111.0,7.06,4.37,Atlanta Falcons ,7.0,244,23.0,ATL,0,0,21.0,96.0,0.0,0.0,0.0,0.0,0.0,363.0,1420.0,8.0,168.0,1249.0,9.0,37.0,0.0,0
RB,671,2007,Kolby Smith,71.0,220,4.5,38.0,18.0,114.0,7.22,4.34,Kansas City Chiefs ,5.0,148,22.0,KAN,0,0,4.0,27.0,0.0,0.0,0.0,0.0,0.0,162.0,540.0,3.0,34.0,209.0,0.0,7.0,0.0,0
RB,682,2007,Antonio Pittman,71.0,207,4.4,35.5,16.0,123.0,6.84,4.16,New Orleans Saints ,4.0,107,21.0,NOR,0,0,3.0,23.0,0.0,0.0,0.0,0.0,0.0,117.0,435.0,0.0,21.0,147.0,0.0,4.0,0.0,0
RB,683,2007,Nate Ilaoa,69.0,245,4.77,30.0,25.0,103.0,7.1,4.42,Philadelphia Eagles ,7.0,236,0.0,PHI,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
RB,684,2007,Adrian Peterson,73.0,217,4.4,38.5,0.0,127.0,7.09,4.4,Minnesota Vikings ,1.0,7,22.0,MIN,4,7,88.0,122.0,0.0,0.0,0.0,0.0,0.0,2412.0,11725.0,97.0,240.0,1944.0,5.0,16.0,0.0,0
RB,696,2007,Marshawn Lynch,71.0,215,4.46,35.5,20.0,125.0,7.05,4.55,Buffalo Bills ,1.0,12,21.0,BUF,1,5,68.0,127.0,1.0,3.0,8.0,1.0,0.0,2144.0,9112.0,74.0,252.0,1979.0,9.0,11.0,0.0,0
RB,697,2007,Brian Leonard,73.0,226,4.52,34.5,28.0,122.0,6.88,4.22,St. Louis Rams ,2.0,52,23.0,STL,0,0,11.0,88.0,0.0,0.0,0.0,0.0,0.0,221.0,828.0,0.0,143.0,1008.0,1.0,30.0,0.0,0
RB,705,2007,Brandon Jackson,70.0,210,4.54,37.0,21.0,122.0,7.0,4.14,Green Bay Packers ,2.0,63,21.0,GNB,0,0,16.0,54.0,0.0,0.0,0.0,0.0,0.0,355.0,1383.0,7.0,112.0,864.0,2.0,9.0,0.0,0
RB,706,2007,Tony Hunt,74.0,233,4.68,0.0,24.0,0.0,0.0,0.0,Philadelphia Eagles ,3.0,90,21.0,PHI,0,0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,14.0,25.0,2.0,6.0,42.0,0.0,2.0,0.0,0
RB,711,2007,Chris Henry,71.0,230,4.4,36.0,26.0,127.0,6.96,4.14,Tennessee Titans ,2.0,50,22.0,TEN,0,0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,32.0,122.0,2.0,6.0,53.0,0.0,3.0,0.0,0
RB,724,2007,Kenneth Darby,70.0,211,4.75,30.0,19.0,108.0,7.25,4.53,Tampa Bay Buccaneers ,7.0,246,24.0,TAM,0,0,4.0,41.0,0.0,0.0,0.0,0.0,0.0,95.0,408.0,2.0,49.0,356.0,1.0,20.0,0.0,0
RB,726,2007,Kenny Irons,71.0,203,4.45,38.0,0.0,123.0,7.0,4.17,Cincinnati Bengals ,2.0,49,0.0,CIN,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
RB,728,2007,Michael Bush,73.0,243,4.62,0.0,0.0,0.0,0.0,0.0,Oakland Raiders ,4.0,100,23.0,OAK,0,0,24.0,89.0,1.0,3.0,8.0,0.0,0.0,809.0,3250.0,29.0,104.0,1010.0,2.0,2.0,0.0,0
RB,731,2007,Ahmad Bradshaw,69.0,198,4.55,34.0,0.0,112.0,6.7,4.09,New York Giants ,7.0,250,21.0,NYG,0,0,42.0,103.0,0.0,0.0,0.0,0.0,0.0,1083.0,4928.0,36.0,187.0,1493.0,12.0,36.0,0.0,0
RB,734,2007,Lorenzo Booker,70.0,191,4.46,35.5,26.0,121.0,0.0,0.0,Miami Dolphins ,3.0,71,23.0,MIA,0,0,4.0,36.0,0.0,0.0,0.0,0.0,0.0,61.0,230.0,0.0,47.0,362.0,0.0,3.0,0.0,0
RB,746,2008,Chauncey Washington,71.0,211,4.45,0.0,0.0,0.0,0.0,0.0,Jacksonville Jaguars ,7.0,213,23.0,JAX,0,0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,3.0,22.0,0.0,0.0,0.0,0
RB,748,2008,Ryan Torain,73.0,222,4.61,34.0,21.0,120.0,0.0,0.0,Denver Broncos ,5.0,139,22.0,DEN,0,0,5.0,22.0,0.0,0.0,0.0,0.0,0.0,238.0,1011.0,6.0,24.0,148.0,2.0,3.0,0.0,0
RB,749,2008,Marcus Thomas,73.0,213,4.59,30.0,21.0,116.0,0.0,0.0,San Diego Chargers ,5.0,166,24.0,SDG,0,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
RB,754,2008,Jonathan Stewart,70.0,235,4.46,36.5,28.0,128.0,0.0,0.0,Carolina Panthers ,1.0,13,21.0,CAR,0,1,43.0,110.0,0.0,0.0,0.0,0.0,0.0,1393.0,6179.0,41.0,150.0,1223.0,6.0,8.0,0.0,0
RB,757,2008,Kevin Smith,73.0,217,4.53,32.0,0.0,120.0,6.74,4.49,Detroit Lions ,3.0,64,21.0,DET,0,0,19.0,54.0,0.0,0.0,0.0,0.0,0.0,598.0,2346.0,17.0,123.0,1082.0,5.0,7.0,0.0,0
RB,758,2008,Steve Slaton,69.0,197,4.45,33.5,19.0,118.0,0.0,0.0,Houston Texans ,3.0,89,22.0,HOU,0,0,20.0,45.0,0.0,0.0,0.0,0.0,0.0,442.0,1896.0,13.0,100.0,808.0,5.0,3.0,0.0,0
RB,772,2008,Ray Rice,68.0,199,4.42,31.5,23.0,119.0,6.65,4.2,Baltimore Ravens ,2.0,55,21.0,BAL,0,3,64.0,92.0,1.0,2.0,1.0,1.0,0.0,1430.0,6180.0,37.0,369.0,3034.0,6.0,5.0,0.0,0
RB,774,2008,Allen Patrick,73.0,198,4.55,0.0,0.0,0.0,0.0,0.0,Baltimore Ravens ,7.0,240,24.0,BAL,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
RB,775,2008,Jalen Parmele,71.0,224,4.47,34.0,19.0,125.0,6.96,4.29,Miami Dolphins ,6.0,176,22.0,MIA,0,0,1.0,36.0,0.0,0.0,0.0,0.0,0.0,48.0,187.0,0.0,7.0,60.0,0.0,2.0,0.0,0
RB,777,2008,Xavier Omon,71.0,228,4.52,31.0,17.0,112.0,0.0,0.0,Buffalo Bills ,6.0,179,23.0,BUF,0,0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,11.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0
RB,784,2008,Rashard Mendenhall,70.0,225,4.41,33.5,26.0,117.0,0.0,4.18,Pittsburgh Steelers ,1.0,23,21.0,PIT,0,0,29.0,72.0,0.0,0.0,0.0,0.0,0.0,1081.0,4236.0,37.0,95.0,795.0,2.0,6.0,0.0,0
RB,786,2008,Darren McFadden,73.0,211,4.33,33.0,0.0,128.0,0.0,0.0,Oakland Raiders ,1.0,4,21.0,OAK,0,0,39.0,100.0,1.0,4.0,16.0,1.0,0.0,1277.0,5336.0,28.0,251.0,2097.0,5.0,12.0,0.0,0
RB,792,2008,Felix Jones,70.0,207,4.44,33.5,0.0,124.0,6.9,4.19,Dallas Cowboys ,1.0,22,21.0,DAL,0,0,27.0,80.0,0.0,0.0,0.0,0.0,0.0,617.0,2912.0,11.0,137.0,1129.0,3.0,4.0,0.0,0
RB,795,2008,Chris Johnson,71.0,197,4.24,35.0,0.0,130.0,0.0,0.0,Tennessee Titans ,1.0,24,23.0,TEN,1,3,70.0,126.0,0.0,1.0,0.0,0.0,0.0,2118.0,9537.0,55.0,302.0,2212.0,9.0,8.0,0.0,0
RB,801,2008,Lex Hilliard,71.0,231,4.68,32.0,0.0,122.0,7.01,4.2,Miami Dolphins ,6.0,204,24.0,MIA,0,0,3.0,62.0,0.0,0.0,0.0,0.0,0.0,48.0,163.0,2.0,30.0,233.0,2.0,0.0,0.0,0
RB,806,2008,Mike Hart,69.0,206,4.69,28.0,23.0,110.0,0.0,0.0,Indianapolis Colts ,6.0,202,22.0,IND,0,0,3.0,21.0,0.0,0.0,0.0,0.0,0.0,71.0,264.0,2.0,12.0,97.0,0.0,1.0,0.0,0
RB,815,2008,Matt Forte,73.0,217,4.44,33.0,23.0,118.0,6.84,4.23,Chicago Bears ,2.0,44,22.0,CHI,0,2,75.0,130.0,0.0,1.0,0.0,0.0,0.0,2224.0,9334.0,52.0,510.0,4295.0,20.0,21.0,0.0,0
RB,816,2008,Justin Forsett,68.0,194,4.62,26.5,26.0,112.0,6.96,0.0,Seattle Seahawks ,7.0,233,22.0,SEA,0,1,30.0,118.0,0.0,0.0,0.0,0.0,0.0,777.0,3735.0,18.0,203.0,1317.0,1.0,5.0,0.0,0
RB,833,2008,Tashard Choice,70.0,215,4.48,34.0,20.0,119.0,6.88,0.0,Dallas Cowboys ,4.0,122,23.0,DAL,0,0,13.0,88.0,0.0,0.0,0.0,0.0,0.0,372.0,1579.0,10.0,81.0,574.0,0.0,6.0,0.0,0
RB,835,2008,Jamaal Charles,71.0,200,4.38,30.5,0.0,122.0,6.8,4.22,Kansas City Chiefs ,3.0,73,21.0,KAN,2,4,63.0,103.0,0.0,0.0,0.0,0.0,0.0,1332.0,7260.0,43.0,285.0,2457.0,20.0,12.0,0.0,0
RB,839,2008,Thomas Brown,68.0,204,4.51,36.0,25.0,128.0,7.17,0.0,Atlanta Falcons ,6.0,172,22.0,ATL,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
RB,844,2008,Cory Boyd,73.0,213,4.52,33.5,25.0,118.0,6.97,4.24,Tampa Bay Buccaneers ,7.0,238,23.0,TAM,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
RB,855,2009,Javarris Williams,69.0,223,4.51,33.5,25.0,116.0,0.0,0.0,Kansas City Chiefs ,7.0,212,23.0,KAN,0,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0
RB,856,2009,Eddie Williams,73.0,239,4.79,0.0,23.0,0.0,0.0,0.0,Washington Redskins ,7.0,221,22.0,WAS,0,0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,17.0,0.0,0.0,0.0,0
RB,859,2009,Beanie Wells,73.0,235,4.38,33.5,25.0,128.0,0.0,0.0,Arizona Cardinals ,1.0,31,21.0,ARI,0,0,14.0,51.0,0.0,0.0,0.0,0.0,0.0,625.0,2471.0,24.0,28.0,293.0,0.0,3.0,0.0,0
RB,875,2009,Bernard Scott,70.0,200,4.44,36.0,21.0,125.0,6.82,4.08,Cincinnati Bengals ,6.0,209,25.0,CIN,0,0,9.0,49.0,0.0,1.0,0.0,0.0,0.0,259.0,1049.0,4.0,31.0,175.0,0.0,1.0,0.0,0
RB,879,2009,Javon Ringer,69.0,205,4.5,34.0,23.0,115.0,6.87,4.11,Tennessee Titans ,5.0,173,22.0,TEN,0,0,4.0,37.0,0.0,0.0,0.0,0.0,0.0,120.0,486.0,3.0,38.0,243.0,0.0,1.0,0.0,0
RB,884,2009,Cedric Peerman,69.0,216,4.34,40.0,27.0,117.0,6.99,4.29,Baltimore Ravens ,6.0,185,22.0,BAL,0,1,4.0,86.0,0.0,0.0,0.0,0.0,0.0,64.0,334.0,1.0,13.0,123.0,0.0,29.0,0.0,0
RB,889,2009,Chris Ogbonnaya,73.0,220,4.57,35.0,19.0,111.0,6.85,4.29,St. Louis Rams ,7.0,211,23.0,STL,0,0,8.0,53.0,0.0,0.0,0.0,0.0,0.0,158.0,710.0,2.0,96.0,714.0,2.0,6.0,0.0,0
RB,895,2009,Knowshon Moreno,71.0,217,4.5,35.5,25.0,115.0,6.84,4.27,Denver Broncos ,1.0,12,22.0,DEN,0,0,33.0,63.0,0.0,0.0,0.0,0.0,0.0,877.0,3616.0,27.0,158.0,1409.0,9.0,3.0,0.0,0
RB,901,2009,LeSean McCoy,70.0,198,4.5,0.0,0.0,0.0,0.0,0.0,Philadelphia Eagles ,2.0,53,21.0,PHI,2,4,61.0,111.0,0.0,0.0,0.0,0.0,0.0,1802.0,8403.0,54.0,358.0,2718.0,13.0,6.0,0.0,0
RB,909,2009,Quinn Johnson,73.0,246,4.72,32.0,16.0,115.0,0.0,0.0,Green Bay Packers ,5.0,145,23.0,GNB,0,0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,13.0,100.0,0.0,1.0,0.0,0
RB,912,2009,Gartrell Johnson,70.0,219,4.67,34.0,20.0,114.0,0.0,0.0,San Diego Chargers ,4.0,134,23.0,SDG,0,0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,23.0,79.0,0.0,3.0,6.0,0.0,1.0,0.0,0
RB,914,2009,Rashad Jennings,73.0,231,4.52,34.0,29.0,120.0,6.86,4.2,Jacksonville Jaguars ,7.0,250,24.0,JAX,0,0,27.0,87.0,0.0,0.0,0.0,0.0,0.0,849.0,3519.0,22.0,176.0,1407.0,1.0,4.0,0.0,0
RB,924,2009,Shonn Greene,70.0,227,4.55,37.0,19.0,121.0,7.1,4.4,New York Jets ,3.0,65,24.0,NYJ,0,0,23.0,85.0,0.0,0.0,0.0,0.0,0.0,993.0,4110.0,24.0,72.0,534.0,0.0,5.0,0.0,0
RB,925,2009,Mike Goodson,73.0,208,4.43,39.5,14.0,118.0,6.89,4.22,Carolina Panthers ,4.0,111,22.0,CAR,0,0,7.0,42.0,0.0,0.0,0.0,0.0,0.0,167.0,783.0,3.0,61.0,543.0,1.0,5.0,0.0,0
RB,931,2009,Tony Fiammetta,73.0,245,4.58,34.0,30.0,112.0,7.31,4.49,Carolina Panthers ,4.0,128,23.0,CAR,0,0,1.0,51.0,0.0,0.0,0.0,0.0,0.0,11.0,26.0,0.0,12.0,130.0,0.0,3.0,0.0,0
RB,937,2009,James Davis,71.0,218,4.45,32.0,17.0,109.0,7.15,4.37,Cleveland Browns ,6.0,195,23.0,CLE,0,0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,28.0,75.0,0.0,8.0,50.0,0.0,0.0,0.0,0
RB,941,2009,Glen Coffee,73.0,209,4.5,36.0,24.0,121.0,7.35,4.51,San Francisco 49ers ,3.0,74,22.0,SFO,0,0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,83.0,226.0,1.0,11.0,76.0,0.0,1.0,0.0,0
RB,946,2009,Donald Brown,70.0,210,4.46,41.5,0.0,125.0,6.93,4.1,Indianapolis Colts ,1.0,27,22.0,IND,0,0,25.0,88.0,0.0,0.0,0.0,0.0,0.0,695.0,2829.0,18.0,120.0,1066.0,2.0,11.0,0.0,0
RB,947,2009,Andre Brown,73.0,224,4.37,37.0,24.0,115.0,7.35,4.33,New York Giants ,4.0,129,22.0,NYG,0,0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,214.0,876.0,11.0,32.0,189.0,0.0,3.0,0.0,0
RB,967,2010,Ben Tate,71.0,220,4.34,40.5,26.0,124.0,6.91,4.12,Houston Texans ,2.0,58,22.0,HOU,0,0,14.0,51.0,0.0,0.0,0.0,0.0,0.0,545.0,2382.0,14.0,69.0,356.0,0.0,3.0,0.0,0
RB,968,2010,James Starks,74.0,218,4.5,36.0,15.0,119.0,6.89,4.23,Green Bay Packers ,6.0,193,24.0,GNB,0,0,26.0,73.0,0.0,0.0,0.0,0.0,0.0,595.0,2461.0,9.0,120.0,990.0,6.0,1.0,0.0,0
RB,969,2010,C.J. Spiller,71.0,196,4.37,0.0,18.0,0.0,0.0,0.0,Buffalo Bills ,1.0,9,23.0,BUF,0,1,34.0,87.0,0.0,0.0,0.0,0.0,0.0,708.0,3446.0,12.0,197.0,1477.0,9.0,2.0,0.0,0
RB,983,2010,Charles Scott,71.0,238,4.68,30.5,0.0,111.0,6.98,4.47,Philadelphia Eagles ,6.0,200,0.0,PHI,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
RB,990,2010,Joe McKnight,71.0,198,4.4,36.5,18.0,120.0,0.0,0.0,New York Jets ,4.0,112,22.0,NYJ,0,0,7.0,41.0,0.0,0.0,0.0,0.0,0.0,113.0,505.0,0.0,23.0,241.0,2.0,2.0,0.0,0
RB,994,2010,Ryan Mathews,73.0,218,4.37,36.0,19.0,121.0,7.0,4.33,San Diego Chargers ,1.0,12,22.0,SDG,0,1,39.0,83.0,0.0,0.0,0.0,0.0,0.0,1131.0,5027.0,36.0,177.0,1350.0,3.0,3.0,0.0,0
RB,1005,2010,Montario Hardesty,73.0,225,4.49,41.0,21.0,124.0,6.87,4.14,Cleveland Browns ,2.0,59,23.0,CLE,0,0,4.0,23.0,0.0,0.0,0.0,0.0,0.0,153.0,537.0,1.0,16.0,138.0,0.0,0.0,0.0,0
RB,1013,2010,Toby Gerhart,73.0,231,4.5,38.0,22.0,118.0,6.94,4.25,Minnesota Vikings ,2.0,51,23.0,MIN,0,0,16.0,82.0,0.0,0.0,0.0,0.0,0.0,397.0,1675.0,7.0,100.0,809.0,3.0,8.0,0.0,0
RB,1020,2010,Jonathan Dwyer,71.0,229,4.64,33.0,15.0,107.0,7.56,4.67,Pittsburgh Steelers ,6.0,188,21.0,PIT,0,0,8.0,38.0,0.0,0.0,0.0,0.0,0.0,246.0,1022.0,3.0,29.0,184.0,0.0,0.0,0.0,0
RB,1022,2010,Anthony Dixon,73.0,233,4.67,33.0,15.0,121.0,7.09,4.49,San Francisco 49ers ,6.0,173,23.0,SFO,0,0,7.0,96.0,0.0,0.0,0.0,0.0,0.0,274.0,934.0,11.0,23.0,140.0,0.0,8.0,0.0,0
RB,1029,2010,John Conner,71.0,246,4.64,35.0,24.0,111.0,7.15,4.32,New York Jets ,5.0,139,23.0,NYJ,0,0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,27.0,108.0,2.0,12.0,84.0,1.0,2.0,0.0,0
RB,1043,2010,Jahvid Best,70.0,199,4.34,32.5,18.0,113.0,6.75,4.17,Detroit Lions ,1.0,30,21.0,DET,0,0,13.0,22.0,0.0,1.0,0.0,0.0,0.0,255.0,945.0,6.0,85.0,774.0,3.0,1.0,0.0,0
RB,1050,2011,Ryan Williams,69.0,212,4.59,40.0,19.0,123.0,6.96,4.18,Arizona Cardinals ,2.0,38,21.0,ARI,0,0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,58.0,164.0,0.0,7.0,44.0,0.0,0.0,0.0,0
RB,1053,2011,Johnny White,70.0,209,4.5,32.5,0.0,117.0,7.07,4.31,Buffalo Bills ,5.0,133,23.0,BUF,0,0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,20.0,72.0,0.0,1.0,-3.0,0.0,6.0,0.0,0
RB,1056,2011,Shane Vereen,70.0,210,4.49,34.0,31.0,115.0,6.95,4.28,New England Patriots ,2.0,56,22.0,NWE,0,0,22.0,61.0,0.0,0.0,0.0,0.0,0.0,309.0,1314.0,8.0,174.0,1592.0,11.0,3.0,0.0,0
RB,1058,2011,Jordan Todman,69.0,203,4.4,38.0,25.0,126.0,7.24,4.18,San Diego Chargers ,6.0,183,21.0,SDG,0,0,4.0,56.0,0.0,0.0,0.0,0.0,0.0,118.0,509.0,3.0,40.0,314.0,2.0,10.0,0.0,0
RB,1060,2011,Daniel Thomas,73.0,230,4.62,0.0,21.0,0.0,0.0,0.0,Miami Dolphins ,2.0,62,23.0,MIA,0,0,11.0,52.0,0.0,0.0,0.0,0.0,0.0,409.0,1480.0,10.0,55.0,412.0,3.0,4.0,0.0,0
RB,1070,2011,Anthony Sherman,70.0,242,4.74,32.5,32.0,111.0,7.23,4.41,Arizona Cardinals ,5.0,136,22.0,ARI,0,0,4.0,86.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,0.0,48.0,380.0,2.0,37.0,0.0,0
RB,1071,2011,Da'Rel Scott,71.0,211,4.4,34.0,19.0,117.0,7.15,4.2,New York Giants ,7.0,221,23.0,NYG,0,0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,31.0,98.0,0.0,13.0,115.0,1.0,2.0,0.0,0
RB,1076,2011,Evan Royster,73.0,212,4.65,34.0,20.0,113.0,7.07,4.18,Washington Redskins ,6.0,177,23.0,WAS,0,0,4.0,32.0,0.0,0.0,0.0,0.0,0.0,81.0,416.0,2.0,26.0,188.0,0.0,3.0,0.0,0
RB,1077,2011,Jacquizz Rodgers,66.0,196,4.59,33.0,0.0,113.0,7.31,4.26,Atlanta Falcons ,5.0,145,21.0,ATL,0,0,17.0,74.0,0.0,0.0,0.0,0.0,0.0,407.0,1550.0,6.0,165.0,1172.0,5.0,8.0,0.0,0
RB,1079,2011,Stevan Ridley,71.0,225,4.65,36.0,18.0,118.0,6.78,4.21,New England Patriots ,3.0,73,22.0,NWE,0,0,24.0,62.0,0.0,0.0,0.0,0.0,0.0,688.0,2914.0,22.0,27.0,144.0,0.0,1.0,0.0,0
